caseid,race,vote2016,faminc,fips,wait,land_area,county_name,state,county_pop,income_county,region
412003571,1,3,97,1001,3,594.44373,"Autauga County","Alabama",55200,41.618,"S"
420159997,1,4,97,1001,1,594.44373,"Autauga County","Alabama",55200,41.618,"S"
410765901,1,1,9,1001,2,594.44373,"Autauga County","Alabama",55200,41.618,"S"
417353007,1,1,6,1003,1,1589.7937,"Baldwin County","Alabama",208107,45.596,"S"
412999988,1,1,6,1003,1,1589.7937,"Baldwin County","Alabama",208107,45.596,"S"
417619231,1,2,12,1003,3,1589.7937,"Baldwin County","Alabama",208107,45.596,"S"
413804835,2,2,2,1003,2,1589.7937,"Baldwin County","Alabama",208107,45.596,"S"
413608699,1,1,6,1003,2,1589.7937,"Baldwin County","Alabama",208107,45.596,"S"
413627583,1,1,12,1003,2,1589.7937,"Baldwin County","Alabama",208107,45.596,"S"
420227053,1,1,6,1003,1,1589.7937,"Baldwin County","Alabama",208107,45.596,"S"
412323774,1,1,7,1003,2,1589.7937,"Baldwin County","Alabama",208107,45.596,"S"
418248682,1,2,11,1003,2,1589.7937,"Baldwin County","Alabama",208107,45.596,"S"
412980663,6,1,4,1003,1,1589.7937,"Baldwin County","Alabama",208107,45.596,"S"
412330884,1,1,10,1003,2,1589.7937,"Baldwin County","Alabama",208107,45.596,"S"
412708758,1,1,3,1003,3,1589.7937,"Baldwin County","Alabama",208107,45.596,"S"
413413480,1,3,11,1003,1,1589.7937,"Baldwin County","Alabama",208107,45.596,"S"
412275535,1,1,97,1003,2,1589.7937,"Baldwin County","Alabama",208107,45.596,"S"
412518268,1,3,8,1003,3,1589.7937,"Baldwin County","Alabama",208107,45.596,"S"
412903458,1,1,4,1003,1,1589.7937,"Baldwin County","Alabama",208107,45.596,"S"
414322588,1,1,2,1003,2,1589.7937,"Baldwin County","Alabama",208107,45.596,"S"
412336201,1,1,7,1003,1,1589.7937,"Baldwin County","Alabama",208107,45.596,"S"
412391771,1,1,97,1003,3,1589.7937,"Baldwin County","Alabama",208107,45.596,"S"
412947930,1,2,6,1003,2,1589.7937,"Baldwin County","Alabama",208107,45.596,"S"
412323348,1,1,4,1003,2,1589.7937,"Baldwin County","Alabama",208107,45.596,"S"
415079461,1,2,4,1003,3,1589.7937,"Baldwin County","Alabama",208107,45.596,"S"
410763309,1,1,4,1003,1,1589.7937,"Baldwin County","Alabama",208107,45.596,"S"
414243999,1,1,2,1003,2,1589.7937,"Baldwin County","Alabama",208107,45.596,"S"
412398482,1,1,9,1003,4,1589.7937,"Baldwin County","Alabama",208107,45.596,"S"
412446980,1,1,6,1003,2,1589.7937,"Baldwin County","Alabama",208107,45.596,"S"
418852627,1,2,4,1003,3,1589.7937,"Baldwin County","Alabama",208107,45.596,"S"
412988688,1,1,8,1003,2,1589.7937,"Baldwin County","Alabama",208107,45.596,"S"
416844902,1,1,5,1003,1,1589.7937,"Baldwin County","Alabama",208107,45.596,"S"
414244179,2,2,4,1003,2,1589.7937,"Baldwin County","Alabama",208107,45.596,"S"
420128371,1,2,6,1003,2,1589.7937,"Baldwin County","Alabama",208107,45.596,"S"
413412383,1,1,4,1003,3,1589.7937,"Baldwin County","Alabama",208107,45.596,"S"
418248751,1,1,4,1003,2,1589.7937,"Baldwin County","Alabama",208107,45.596,"S"
412282237,1,1,97,1005,1,885.00204,"Barbour County","Alabama",25782,35.199,"S"
416465020,2,,1,1005,1,885.00204,"Barbour County","Alabama",25782,35.199,"S"
412405604,2,2,3,1005,1,885.00204,"Barbour County","Alabama",25782,35.199,"S"
412294565,1,1,5,1007,2,622.46137,"Bibb County","Alabama",22527,30.254,"S"
414366854,3,1,3,1007,2,622.46137,"Bibb County","Alabama",22527,30.254,"S"
411690355,3,1,3,1007,2,622.46137,"Bibb County","Alabama",22527,30.254,"S"
412965120,1,1,3,1009,1,644.83075,"Blount County","Alabama",57645,34.976,"S"
415697539,4,1,6,1009,3,644.83075,"Blount County","Alabama",57645,34.976,"S"
418064939,2,2,9,1011,2,622.80565,"Bullock County","Alabama",10352,28.797,"S"
410831006,2,2,2,1013,2,776.83855,"Butler County","Alabama",20025,36.45,"S"
413217111,1,,2,1013,1,776.83855,"Butler County","Alabama",20025,36.45,"S"
414199925,1,1,2,1015,1,605.86753,"Calhoun County","Alabama",115098,37.12,"S"
413092130,1,1,7,1015,1,605.86753,"Calhoun County","Alabama",115098,37.12,"S"
411898508,1,2,8,1015,1,605.86753,"Calhoun County","Alabama",115098,37.12,"S"
412893605,1,1,9,1015,1,605.86753,"Calhoun County","Alabama",115098,37.12,"S"
413893415,1,3,2,1015,2,605.86753,"Calhoun County","Alabama",115098,37.12,"S"
415540874,1,1,4,1015,1,605.86753,"Calhoun County","Alabama",115098,37.12,"S"
413854334,1,3,12,1015,2,605.86753,"Calhoun County","Alabama",115098,37.12,"S"
416645210,1,1,8,1015,1,605.86753,"Calhoun County","Alabama",115098,37.12,"S"
412985437,1,1,3,1015,1,605.86753,"Calhoun County","Alabama",115098,37.12,"S"
418249728,1,2,5,1015,1,605.86753,"Calhoun County","Alabama",115098,37.12,"S"
414823666,1,1,1,1015,2,605.86753,"Calhoun County","Alabama",115098,37.12,"S"
414342662,1,2,5,1015,3,605.86753,"Calhoun County","Alabama",115098,37.12,"S"
414556049,1,2,6,1015,2,605.86753,"Calhoun County","Alabama",115098,37.12,"S"
412936452,1,1,8,1015,1,605.86753,"Calhoun County","Alabama",115098,37.12,"S"
414311269,1,2,3,1015,1,605.86753,"Calhoun County","Alabama",115098,37.12,"S"
414397902,2,,6,1017,2,596.56091,"Chambers County","Alabama",33826,33.859,"S"
411865450,1,1,8,1017,2,596.56091,"Chambers County","Alabama",33826,33.859,"S"
412924890,1,2,9,1019,1,553.52508,"Cherokee County","Alabama",25853,35.505,"S"
412283250,1,1,6,1019,1,553.52508,"Cherokee County","Alabama",25853,35.505,"S"
412973249,2,2,8,1021,2,692.8515,"Chilton County","Alabama",43930,34.798,"S"
420245733,1,1,8,1021,3,692.8515,"Chilton County","Alabama",43930,34.798,"S"
413062598,1,1,4,1021,3,692.8515,"Chilton County","Alabama",43930,34.798,"S"
412523961,1,2,6,1021,1,692.8515,"Chilton County","Alabama",43930,34.798,"S"
414146654,2,2,4,1025,1,1238.4205,"Clarke County","Alabama",24387,36.361,"S"
415459683,2,2,5,1025,1,1238.4205,"Clarke County","Alabama",24387,36.361,"S"
414160743,1,1,4,1027,2,603.96104,"Clay County","Alabama",13378,33.53,"S"
412958500,1,1,97,1029,1,560.1045,"Cleburne County","Alabama",14938,36.159,"S"
412053023,1,2,9,1031,1,678.98613,"Coffee County","Alabama",51288,43.094,"S"
415209032,2,2,1,1031,1,678.98613,"Coffee County","Alabama",51288,43.094,"S"
414417749,1,1,5,1031,3,678.98613,"Coffee County","Alabama",51288,43.094,"S"
415900745,2,2,5,1031,2,678.98613,"Coffee County","Alabama",51288,43.094,"S"
416879663,3,1,9,1031,1,678.98613,"Coffee County","Alabama",51288,43.094,"S"
412293218,1,1,97,1033,2,592.74496,"Colbert County","Alabama",54495,38.378,"S"
412480414,1,2,10,1033,1,592.74496,"Colbert County","Alabama",54495,38.378,"S"
413841696,1,1,4,1033,1,592.74496,"Colbert County","Alabama",54495,38.378,"S"
412140264,1,1,6,1033,2,592.74496,"Colbert County","Alabama",54495,38.378,"S"
420120246,1,1,4,1033,1,592.74496,"Colbert County","Alabama",54495,38.378,"S"
412300516,1,2,4,1033,1,592.74496,"Colbert County","Alabama",54495,38.378,"S"
420142213,1,1,1,1037,1,650.91067,"Coosa County","Alabama",10855,31.328,"S"
413010172,1,1,97,1037,1,650.91067,"Coosa County","Alabama",10855,31.328,"S"
420282169,1,3,15,1039,1,1030.5565,"Covington County","Alabama",37351,35.651,"S"
416860489,1,1,8,1039,1,1030.5565,"Covington County","Alabama",37351,35.651,"S"
419565017,6,2,8,1041,2,608.86491,"Crenshaw County","Alabama",13865,36.645,"S"
413622202,2,2,9,1041,1,608.86491,"Crenshaw County","Alabama",13865,36.645,"S"
415484861,1,1,2,1041,3,608.86491,"Crenshaw County","Alabama",13865,36.645,"S"
410554667,1,2,2,1043,2,734.78063,"Cullman County","Alabama",82313,39.607,"S"
417617918,1,1,97,1043,1,734.78063,"Cullman County","Alabama",82313,39.607,"S"
411892086,1,1,4,1043,1,734.78063,"Cullman County","Alabama",82313,39.607,"S"
415794407,1,1,7,1043,2,734.78063,"Cullman County","Alabama",82313,39.607,"S"
420163202,1,2,2,1043,1,734.78063,"Cullman County","Alabama",82313,39.607,"S"
411898855,1,1,6,1043,3,734.78063,"Cullman County","Alabama",82313,39.607,"S"
410824246,1,1,3,1043,1,734.78063,"Cullman County","Alabama",82313,39.607,"S"
412887750,1,5,3,1043,1,734.78063,"Cullman County","Alabama",82313,39.607,"S"
414215331,1,1,7,1043,1,734.78063,"Cullman County","Alabama",82313,39.607,"S"
412778006,1,1,1,1043,1,734.78063,"Cullman County","Alabama",82313,39.607,"S"
412549220,1,1,5,1045,1,561.10088,"Dale County","Alabama",49255,36.613,"S"
412237739,1,2,6,1045,1,561.10088,"Dale County","Alabama",49255,36.613,"S"
413221544,2,2,1,1045,1,561.10088,"Dale County","Alabama",49255,36.613,"S"
415451077,2,2,3,1045,3,561.10088,"Dale County","Alabama",49255,36.613,"S"
416864658,1,1,11,1045,2,561.10088,"Dale County","Alabama",49255,36.613,"S"
412381265,1,1,5,1045,2,561.10088,"Dale County","Alabama",49255,36.613,"S"
416055917,1,1,5,1045,3,561.10088,"Dale County","Alabama",49255,36.613,"S"
419157271,6,1,7,1045,1,561.10088,"Dale County","Alabama",49255,36.613,"S"
410940722,1,1,8,1045,1,561.10088,"Dale County","Alabama",49255,36.613,"S"
414413010,2,2,7,1045,1,561.10088,"Dale County","Alabama",49255,36.613,"S"
414204545,1,3,2,1047,1,978.73797,"Dallas County","Alabama",40029,36.026,"S"
414007666,1,1,4,1047,2,978.73797,"Dallas County","Alabama",40029,36.026,"S"
418065759,1,1,5,1049,1,777.09877,"DeKalb County","Alabama",71200,31.916,"S"
414417564,1,2,6,1049,2,777.09877,"DeKalb County","Alabama",71200,31.916,"S"
412451559,1,1,6,1049,2,777.09877,"DeKalb County","Alabama",71200,31.916,"S"
411868119,1,3,3,1049,2,777.09877,"DeKalb County","Alabama",71200,31.916,"S"
415307067,1,2,5,1051,1,618.44653,"Elmore County","Alabama",81212,42.269,"S"
412349016,1,1,4,1051,4,618.44653,"Elmore County","Alabama",81212,42.269,"S"
412038847,1,2,2,1051,1,618.44653,"Elmore County","Alabama",81212,42.269,"S"
410921477,1,3,11,1051,2,618.44653,"Elmore County","Alabama",81212,42.269,"S"
413170930,1,1,4,1051,1,618.44653,"Elmore County","Alabama",81212,42.269,"S"
412905209,1,1,10,1051,1,618.44653,"Elmore County","Alabama",81212,42.269,"S"
413428075,1,2,11,1051,1,618.44653,"Elmore County","Alabama",81212,42.269,"S"
412885976,6,2,6,1051,1,618.44653,"Elmore County","Alabama",81212,42.269,"S"
414397468,1,2,9,1051,3,618.44653,"Elmore County","Alabama",81212,42.269,"S"
418279736,2,2,3,1053,2,945.22257,"Escambia County","Alabama",37328,32.996,"S"
413024881,1,1,97,1053,3,945.22257,"Escambia County","Alabama",37328,32.996,"S"
412413445,2,4,5,1053,2,945.22257,"Escambia County","Alabama",37328,32.996,"S"
412312589,1,1,2,1053,3,945.22257,"Escambia County","Alabama",37328,32.996,"S"
420187473,1,1,5,1053,2,945.22257,"Escambia County","Alabama",37328,32.996,"S"
411879030,5,1,2,1055,2,535.28186,"Etowah County","Alabama",102939,36.918,"S"
415623477,1,1,5,1055,3,535.28186,"Etowah County","Alabama",102939,36.918,"S"
410750962,1,,6,1055,1,535.28186,"Etowah County","Alabama",102939,36.918,"S"
412282073,1,2,4,1055,1,535.28186,"Etowah County","Alabama",102939,36.918,"S"
415560279,1,1,3,1055,2,535.28186,"Etowah County","Alabama",102939,36.918,"S"
413017426,2,2,4,1055,1,535.28186,"Etowah County","Alabama",102939,36.918,"S"
418249994,1,1,97,1055,1,535.28186,"Etowah County","Alabama",102939,36.918,"S"
412260153,1,2,10,1055,2,535.28186,"Etowah County","Alabama",102939,36.918,"S"
412330287,1,1,3,1055,2,535.28186,"Etowah County","Alabama",102939,36.918,"S"
412297574,1,3,97,1055,1,535.28186,"Etowah County","Alabama",102939,36.918,"S"
420121676,1,1,5,1055,1,535.28186,"Etowah County","Alabama",102939,36.918,"S"
412375405,1,1,2,1055,1,535.28186,"Etowah County","Alabama",102939,36.918,"S"
412311555,1,1,5,1055,2,535.28186,"Etowah County","Alabama",102939,36.918,"S"
413553520,1,1,4,1055,2,535.28186,"Etowah County","Alabama",102939,36.918,"S"
414210782,3,1,4,1057,1,627.68372,"Fayette County","Alabama",16585,34.966,"S"
414388586,1,1,7,1057,2,627.68372,"Fayette County","Alabama",16585,34.966,"S"
410747701,1,1,97,1061,2,574.48053,"Geneva County","Alabama",26491,35.192,"S"
412394298,2,2,1,1063,1,647.0231,"Greene County","Alabama",8426,32.359,"S"
412339430,2,2,2,1063,1,647.0231,"Greene County","Alabama",8426,32.359,"S"
417839165,1,1,11,1065,1,643.98256,"Hale County","Alabama",14887,36.585,"S"
416048123,2,2,6,1065,2,643.98256,"Hale County","Alabama",14887,36.585,"S"
414311265,2,2,4,1067,1,561.75033,"Henry County","Alabama",17124,40.36,"S"
413935927,1,1,8,1067,2,561.75033,"Henry County","Alabama",17124,40.36,"S"
412023589,1,3,5,1067,2,561.75033,"Henry County","Alabama",17124,40.36,"S"
411871774,1,2,9,1067,4,561.75033,"Henry County","Alabama",17124,40.36,"S"
414568243,1,1,4,1069,1,579.86932,"Houston County","Alabama",104352,42.398,"S"
415451409,2,2,4,1069,2,579.86932,"Houston County","Alabama",104352,42.398,"S"
412338642,1,4,3,1069,2,579.86932,"Houston County","Alabama",104352,42.398,"S"
414206762,1,1,9,1069,1,579.86932,"Houston County","Alabama",104352,42.398,"S"
412875544,2,2,9,1069,2,579.86932,"Houston County","Alabama",104352,42.398,"S"
418250432,1,1,3,1069,2,579.86932,"Houston County","Alabama",104352,42.398,"S"
417079981,2,2,3,1069,1,579.86932,"Houston County","Alabama",104352,42.398,"S"
411736841,1,1,9,1071,2,1077.9873,"Jackson County","Alabama",52094,36.567,"S"
413148254,1,2,6,1071,1,1077.9873,"Jackson County","Alabama",52094,36.567,"S"
413409831,1,2,5,1071,1,1077.9873,"Jackson County","Alabama",52094,36.567,"S"
414238394,1,1,8,1071,4,1077.9873,"Jackson County","Alabama",52094,36.567,"S"
417080032,1,1,5,1071,1,1077.9873,"Jackson County","Alabama",52094,36.567,"S"
412932974,1,2,97,1071,1,1077.9873,"Jackson County","Alabama",52094,36.567,"S"
417080247,1,1,6,1071,1,1077.9873,"Jackson County","Alabama",52094,36.567,"S"
412275497,1,1,97,1071,3,1077.9873,"Jackson County","Alabama",52094,36.567,"S"
412410420,1,,97,1071,1,1077.9873,"Jackson County","Alabama",52094,36.567,"S"
415571609,1,2,10,1073,1,1111.3817,"Jefferson County","Alabama",659892,54.73,"S"
416639985,1,,8,1073,1,1111.3817,"Jefferson County","Alabama",659892,54.73,"S"
412276566,1,2,6,1073,1,1111.3817,"Jefferson County","Alabama",659892,54.73,"S"
414438847,2,2,12,1073,1,1111.3817,"Jefferson County","Alabama",659892,54.73,"S"
413785577,1,1,97,1073,2,1111.3817,"Jefferson County","Alabama",659892,54.73,"S"
414210508,1,1,4,1073,1,1111.3817,"Jefferson County","Alabama",659892,54.73,"S"
412334329,2,2,10,1073,1,1111.3817,"Jefferson County","Alabama",659892,54.73,"S"
413943260,2,2,1,1073,1,1111.3817,"Jefferson County","Alabama",659892,54.73,"S"
412376430,6,2,4,1073,1,1111.3817,"Jefferson County","Alabama",659892,54.73,"S"
412475311,1,1,10,1073,2,1111.3817,"Jefferson County","Alabama",659892,54.73,"S"
412981951,1,2,7,1073,2,1111.3817,"Jefferson County","Alabama",659892,54.73,"S"
412344554,2,2,7,1073,1,1111.3817,"Jefferson County","Alabama",659892,54.73,"S"
417618953,1,1,10,1073,2,1111.3817,"Jefferson County","Alabama",659892,54.73,"S"
412528996,1,3,9,1073,1,1111.3817,"Jefferson County","Alabama",659892,54.73,"S"
416219269,2,2,3,1073,2,1111.3817,"Jefferson County","Alabama",659892,54.73,"S"
416010205,1,1,10,1073,2,1111.3817,"Jefferson County","Alabama",659892,54.73,"S"
411901710,2,3,7,1073,2,1111.3817,"Jefferson County","Alabama",659892,54.73,"S"
414576639,2,2,97,1073,4,1111.3817,"Jefferson County","Alabama",659892,54.73,"S"
412512380,2,2,8,1073,1,1111.3817,"Jefferson County","Alabama",659892,54.73,"S"
412275358,1,,5,1073,1,1111.3817,"Jefferson County","Alabama",659892,54.73,"S"
413227566,2,2,2,1073,1,1111.3817,"Jefferson County","Alabama",659892,54.73,"S"
413269498,1,3,4,1073,1,1111.3817,"Jefferson County","Alabama",659892,54.73,"S"
412122784,1,2,9,1073,1,1111.3817,"Jefferson County","Alabama",659892,54.73,"S"
414964058,2,2,97,1073,2,1111.3817,"Jefferson County","Alabama",659892,54.73,"S"
417678672,2,2,1,1073,2,1111.3817,"Jefferson County","Alabama",659892,54.73,"S"
419482244,2,2,97,1073,1,1111.3817,"Jefferson County","Alabama",659892,54.73,"S"
412312185,1,2,97,1073,1,1111.3817,"Jefferson County","Alabama",659892,54.73,"S"
412953225,1,,6,1073,1,1111.3817,"Jefferson County","Alabama",659892,54.73,"S"
415334391,1,1,10,1073,3,1111.3817,"Jefferson County","Alabama",659892,54.73,"S"
416423761,1,2,2,1073,1,1111.3817,"Jefferson County","Alabama",659892,54.73,"S"
420124801,1,2,2,1073,1,1111.3817,"Jefferson County","Alabama",659892,54.73,"S"
413051967,1,1,5,1073,2,1111.3817,"Jefferson County","Alabama",659892,54.73,"S"
414642073,2,2,7,1073,1,1111.3817,"Jefferson County","Alabama",659892,54.73,"S"
412910196,1,1,10,1073,2,1111.3817,"Jefferson County","Alabama",659892,54.73,"S"
414058937,6,2,3,1073,3,1111.3817,"Jefferson County","Alabama",659892,54.73,"S"
414491138,1,3,9,1073,1,1111.3817,"Jefferson County","Alabama",659892,54.73,"S"
418064957,1,1,6,1073,2,1111.3817,"Jefferson County","Alabama",659892,54.73,"S"
413045913,2,1,6,1073,1,1111.3817,"Jefferson County","Alabama",659892,54.73,"S"
417837996,1,1,6,1073,2,1111.3817,"Jefferson County","Alabama",659892,54.73,"S"
413113622,2,2,10,1073,2,1111.3817,"Jefferson County","Alabama",659892,54.73,"S"
414346732,1,1,8,1073,2,1111.3817,"Jefferson County","Alabama",659892,54.73,"S"
414646031,2,2,10,1073,2,1111.3817,"Jefferson County","Alabama",659892,54.73,"S"
420219979,1,3,1,1073,1,1111.3817,"Jefferson County","Alabama",659892,54.73,"S"
412296892,2,2,2,1073,1,1111.3817,"Jefferson County","Alabama",659892,54.73,"S"
410735816,1,1,3,1073,1,1111.3817,"Jefferson County","Alabama",659892,54.73,"S"
417351154,1,2,7,1073,1,1111.3817,"Jefferson County","Alabama",659892,54.73,"S"
414393021,2,2,3,1073,2,1111.3817,"Jefferson County","Alabama",659892,54.73,"S"
419526209,2,5,8,1073,2,1111.3817,"Jefferson County","Alabama",659892,54.73,"S"
414206490,5,3,6,1073,3,1111.3817,"Jefferson County","Alabama",659892,54.73,"S"
413233725,1,1,4,1073,1,1111.3817,"Jefferson County","Alabama",659892,54.73,"S"
414002593,1,,3,1073,1,1111.3817,"Jefferson County","Alabama",659892,54.73,"S"
413059552,2,2,3,1073,1,1111.3817,"Jefferson County","Alabama",659892,54.73,"S"
420098979,2,3,4,1073,1,1111.3817,"Jefferson County","Alabama",659892,54.73,"S"
420166901,1,3,10,1073,3,1111.3817,"Jefferson County","Alabama",659892,54.73,"S"
412011276,2,2,97,1073,3,1111.3817,"Jefferson County","Alabama",659892,54.73,"S"
412468131,1,,5,1073,2,1111.3817,"Jefferson County","Alabama",659892,54.73,"S"
417606261,2,2,2,1073,3,1111.3817,"Jefferson County","Alabama",659892,54.73,"S"
410862639,2,2,1,1073,1,1111.3817,"Jefferson County","Alabama",659892,54.73,"S"
418250189,1,1,10,1073,2,1111.3817,"Jefferson County","Alabama",659892,54.73,"S"
412360316,1,2,97,1073,1,1111.3817,"Jefferson County","Alabama",659892,54.73,"S"
412457156,1,1,7,1073,2,1111.3817,"Jefferson County","Alabama",659892,54.73,"S"
420210578,1,2,12,1073,3,1111.3817,"Jefferson County","Alabama",659892,54.73,"S"
413065860,1,3,3,1073,1,1111.3817,"Jefferson County","Alabama",659892,54.73,"S"
417323696,2,2,5,1073,2,1111.3817,"Jefferson County","Alabama",659892,54.73,"S"
414720847,2,2,2,1073,3,1111.3817,"Jefferson County","Alabama",659892,54.73,"S"
414190542,2,2,9,1073,2,1111.3817,"Jefferson County","Alabama",659892,54.73,"S"
412815454,1,2,2,1073,2,1111.3817,"Jefferson County","Alabama",659892,54.73,"S"
413031571,1,1,4,1073,2,1111.3817,"Jefferson County","Alabama",659892,54.73,"S"
415571413,1,2,3,1073,2,1111.3817,"Jefferson County","Alabama",659892,54.73,"S"
412936915,2,2,4,1073,2,1111.3817,"Jefferson County","Alabama",659892,54.73,"S"
413589985,1,2,9,1073,1,1111.3817,"Jefferson County","Alabama",659892,54.73,"S"
410910049,2,2,1,1073,1,1111.3817,"Jefferson County","Alabama",659892,54.73,"S"
413345103,2,2,10,1073,3,1111.3817,"Jefferson County","Alabama",659892,54.73,"S"
415248922,2,2,3,1073,1,1111.3817,"Jefferson County","Alabama",659892,54.73,"S"
412440234,1,,13,1073,1,1111.3817,"Jefferson County","Alabama",659892,54.73,"S"
412916971,1,1,97,1073,2,1111.3817,"Jefferson County","Alabama",659892,54.73,"S"
412319681,1,1,11,1073,2,1111.3817,"Jefferson County","Alabama",659892,54.73,"S"
417080888,1,3,11,1073,1,1111.3817,"Jefferson County","Alabama",659892,54.73,"S"
412929946,1,1,1,1073,1,1111.3817,"Jefferson County","Alabama",659892,54.73,"S"
410954609,1,3,1,1073,1,1111.3817,"Jefferson County","Alabama",659892,54.73,"S"
412923252,1,1,1,1073,1,1111.3817,"Jefferson County","Alabama",659892,54.73,"S"
417838981,1,1,97,1073,1,1111.3817,"Jefferson County","Alabama",659892,54.73,"S"
411859450,1,1,97,1073,2,1111.3817,"Jefferson County","Alabama",659892,54.73,"S"
417571731,1,3,1,1073,2,1111.3817,"Jefferson County","Alabama",659892,54.73,"S"
416366930,1,2,7,1073,2,1111.3817,"Jefferson County","Alabama",659892,54.73,"S"
412308017,1,1,4,1073,2,1111.3817,"Jefferson County","Alabama",659892,54.73,"S"
414387989,2,2,2,1073,1,1111.3817,"Jefferson County","Alabama",659892,54.73,"S"
417837235,1,2,9,1073,1,1111.3817,"Jefferson County","Alabama",659892,54.73,"S"
412992710,1,1,4,1073,1,1111.3817,"Jefferson County","Alabama",659892,54.73,"S"
412046490,1,1,8,1073,3,1111.3817,"Jefferson County","Alabama",659892,54.73,"S"
414197165,2,2,10,1073,1,1111.3817,"Jefferson County","Alabama",659892,54.73,"S"
414523209,1,2,6,1073,2,1111.3817,"Jefferson County","Alabama",659892,54.73,"S"
412249126,1,1,10,1073,1,1111.3817,"Jefferson County","Alabama",659892,54.73,"S"
416275719,2,,2,1073,1,1111.3817,"Jefferson County","Alabama",659892,54.73,"S"
416238150,2,2,7,1073,2,1111.3817,"Jefferson County","Alabama",659892,54.73,"S"
412318314,1,1,97,1073,1,1111.3817,"Jefferson County","Alabama",659892,54.73,"S"
413407276,1,1,7,1075,1,604.84629,"Lamar County","Alabama",13933,33.496,"S"
417837140,1,1,7,1077,2,668.01317,"Lauderdale County","Alabama",92585,37.151,"S"
412409815,1,,3,1077,1,668.01317,"Lauderdale County","Alabama",92585,37.151,"S"
417352827,1,1,97,1077,2,668.01317,"Lauderdale County","Alabama",92585,37.151,"S"
413653776,2,1,6,1077,2,668.01317,"Lauderdale County","Alabama",92585,37.151,"S"
410579031,1,2,10,1077,3,668.01317,"Lauderdale County","Alabama",92585,37.151,"S"
414146791,1,2,6,1077,3,668.01317,"Lauderdale County","Alabama",92585,37.151,"S"
413121422,1,2,97,1077,1,668.01317,"Lauderdale County","Alabama",92585,37.151,"S"
417399712,1,1,4,1077,1,668.01317,"Lauderdale County","Alabama",92585,37.151,"S"
412914249,2,2,12,1077,2,668.01317,"Lauderdale County","Alabama",92585,37.151,"S"
412358127,1,2,4,1077,3,668.01317,"Lauderdale County","Alabama",92585,37.151,"S"
418523136,2,,4,1079,1,690.68438,"Lawrence County","Alabama",33171,34.125,"S"
413627593,1,1,5,1079,2,690.68438,"Lawrence County","Alabama",33171,34.125,"S"
414573337,2,2,4,1079,2,690.68438,"Lawrence County","Alabama",33171,34.125,"S"
415696915,3,2,7,1081,3,607.55067,"Lee County","Alabama",159287,38.036,"S"
417352956,1,1,4,1081,1,607.55067,"Lee County","Alabama",159287,38.036,"S"
416677606,1,2,4,1081,1,607.55067,"Lee County","Alabama",159287,38.036,"S"
417617928,1,1,7,1081,2,607.55067,"Lee County","Alabama",159287,38.036,"S"
419986952,1,2,6,1081,2,607.55067,"Lee County","Alabama",159287,38.036,"S"
412278849,1,2,11,1081,1,607.55067,"Lee County","Alabama",159287,38.036,"S"
413221687,1,2,10,1081,3,607.55067,"Lee County","Alabama",159287,38.036,"S"
414280936,1,2,8,1081,1,607.55067,"Lee County","Alabama",159287,38.036,"S"
413469040,1,,1,1081,1,607.55067,"Lee County","Alabama",159287,38.036,"S"
414359057,1,1,4,1081,1,607.55067,"Lee County","Alabama",159287,38.036,"S"
412662039,2,2,4,1081,3,607.55067,"Lee County","Alabama",159287,38.036,"S"
412518536,2,2,97,1081,1,607.55067,"Lee County","Alabama",159287,38.036,"S"
412412074,2,2,3,1081,2,607.55067,"Lee County","Alabama",159287,38.036,"S"
416790958,1,1,2,1081,1,607.55067,"Lee County","Alabama",159287,38.036,"S"
415555942,1,2,10,1083,4,559.95545,"Limestone County","Alabama",93052,42.546,"S"
417080397,1,1,8,1083,2,559.95545,"Limestone County","Alabama",93052,42.546,"S"
415805537,1,1,5,1083,1,559.95545,"Limestone County","Alabama",93052,42.546,"S"
412360523,1,1,1,1083,3,559.95545,"Limestone County","Alabama",93052,42.546,"S"
412395524,1,1,6,1083,1,559.95545,"Limestone County","Alabama",93052,42.546,"S"
412355639,1,1,13,1083,2,559.95545,"Limestone County","Alabama",93052,42.546,"S"
412318365,1,1,3,1085,2,715.91118,"Lowndes County","Alabama",10236,38.991,"S"
412469998,1,1,14,1089,2,801.58333,"Madison County","Alabama",357560,51.445,"S"
413230167,1,2,5,1089,4,801.58333,"Madison County","Alabama",357560,51.445,"S"
410847133,1,2,7,1089,2,801.58333,"Madison County","Alabama",357560,51.445,"S"
417839200,1,2,8,1089,1,801.58333,"Madison County","Alabama",357560,51.445,"S"
420227794,1,1,6,1089,2,801.58333,"Madison County","Alabama",357560,51.445,"S"
420181567,1,1,9,1089,1,801.58333,"Madison County","Alabama",357560,51.445,"S"
417615589,1,2,6,1089,2,801.58333,"Madison County","Alabama",357560,51.445,"S"
412800915,1,1,10,1089,1,801.58333,"Madison County","Alabama",357560,51.445,"S"
413806031,1,1,6,1089,4,801.58333,"Madison County","Alabama",357560,51.445,"S"
412475448,1,3,10,1089,3,801.58333,"Madison County","Alabama",357560,51.445,"S"
413614490,1,1,11,1089,1,801.58333,"Madison County","Alabama",357560,51.445,"S"
414205476,1,1,6,1089,3,801.58333,"Madison County","Alabama",357560,51.445,"S"
410746369,1,3,4,1089,1,801.58333,"Madison County","Alabama",357560,51.445,"S"
413764126,2,2,10,1089,1,801.58333,"Madison County","Alabama",357560,51.445,"S"
